alpha,model,symbol,n_cal,n_test,qV,pihat_raw,pihat_cp,viol_raw,viol_cp,p_kup_raw,p_kup_cp,p_cc_raw,p_cc_cp,TL_raw,TL_cp,QS_raw,QS_cp,VaR_width,raw_width
0.025,Lag-Llama,WTI,4132,1772,0.0127477698633516,0.0615124153498871,0.0287810383747178,109,51,1.1102230246251563e-16,0.3193043854008489,0.2389351035247441,0.9150318399310376,Red,Yellow,0.0024194402447563,0.002196876348635,0.0540118708893301,0.0412641010259785
0.05,Lag-Llama,WTI,4132,1772,0.0122110263040898,0.1094808126410835,0.0479683972911963,194,85,0.0,0.6928746219949404,0.7210550234741571,0.4925075108049895,Red,Red,0.0037279485697964,0.003415621633865,0.043242812225192,0.0310317859211022
0.1,Lag-Llama,WTI,4132,1772,0.0088387506606904,0.1715575620767494,0.1015801354401805,304,180,0.0,0.8249331975311996,0.9844999675235696,0.5124862116183955,Red,Red,0.0055717232120206,0.0052647982583488,0.0309004914472245,0.022061740786534098
0.01,Lag-Llama,NATGAS,4131,1771,0.0172369682831355,0.0259740259740259,0.0146809712027103,46,26,1.804748372968845e-08,0.0641949489761526,0.293017229601473,0.6786640548331146,Yellow,Green,0.0016708429212095,0.0014985164389265,0.1112653826090472,0.09402841432591169
0.025,Lag-Llama,NATGAS,4131,1771,0.0135855113189926,0.0700169395821569,0.0372670807453416,124,66,0.0,0.0020286273934344,0.0617966179615611,0.5518752952562855,Red,Red,0.003407471447465,0.0030480114231607,0.0812910730004355,0.0677055616814429
0.05,Lag-Llama,NATGAS,4131,1771,0.0132200619004624,0.1180124223602484,0.0649350649350649,209,115,0.0,0.0057344359992258,0.2854309809819444,0.1460060369577169,Red,Red,0.0056627199890398,0.005115541861884,0.0644413268267426,0.051221264926280194
0.1,Lag-Llama,NATGAS,4131,1771,0.0101522512787567,0.1919819311123659,0.1304347826086956,340,231,0.0,4.156684089950957e-05,0.52655175488649,0.2086392593411756,Red,Red,0.0088516302969854,0.0082498656578716,0.0467450939869801,0.036592842708223404
0.01,Lag-Llama,BTC,2581,1107,0.0353019794330933,0.02710027100271,0.003613369467028,30,4,2.3486472403577707e-06,0.0139697923341061,0.4332069903465326,0.9855858055497008,Yellow,Green,0.0010443311246293,0.0010158943820021,0.094195294572595,0.0588933151395017
0.025,Lag-Llama,BTC,2581,1107,0.0251022177290964,0.055103884372177,0.012646793134598,61,14,2.8431749288237995e-08,0.003667910551792,0.6996502299428031,0.8356945556379434,Red,Green,0.0020280604021326,0.0019059161654497,0.0660854735226447,0.04098325579354829
0.05,Lag-Llama,BTC,2581,1107,0.0202309501569664,0.0966576332429991,0.028906955736224,107,32,2.136302246213972e-10,0.0004918161616254,0.7047848357209318,0.3853565822538072,Red,Yellow,0.0031979268832254,0.0031132519184545,0.0503513093197588,0.0301203591627924
0.1,Lag-Llama,BTC,2581,1107,0.0096176655454456,0.1535682023486901,0.088527551942186,170,98,2.783171182407785e-08,0.1952757890921616,0.972504339860004,0.3546076341244426,Red,Red,0.0048711033049024,0.0047123598838219,0.0305652498037035,0.0209475842582579
0.01,Lag-Llama,ETH,1776,762,0.0385214320558579,0.0406824146981627,0.0078740157480314,31,6,1.5448298196218954e-10,0.540143649032065,0.2679823105075789,0.9534363396273772,Red,Green,0.0017218086385359,0.0013552045985845,0.1173155237843421,0.0787940917284842
0.025,Lag-Llama,ETH,1776,762,0.0192340548118966,0.0734908136482939,0.0354330708661417,56,27,2.9272140267266877e-12,0.0822971397352089,0.4657797141923742,0.3703109890198216,Red,Yellow,0.0033374756136699,0.0027408329189447,0.0754130653829726,0.056179010571076
0.05,Lag-Llama,ETH,1776,762,0.0148056059371765,0.1167979002624672,0.0669291338582677,89,51,3.536060333431124e-13,0.0410096673873292,0.880986961788553,0.2687147150560909,Red,Red,0.0050788660906557,0.0045332569357455,0.0570471639287828,0.042241557991606296
0.1,Lag-Llama,ETH,1776,762,0.0095251575605357,0.1876640419947506,0.1299212598425196,143,99,3.0730973321624333e-13,0.0081751015161144,0.5240500893899738,0.4544193423761015,Red,Red,0.007596147590903,0.0070703620679822,0.0396426067970977,0.030117449236561997
0.01,Lag-Llama,EURUSD,3689,1582,0.0033323408540941,0.0290771175726927,0.0094816687737041,46,15,5.695578453313033e-10,0.8344381300692734,0.2519037952402383,0.8661645663525271,Yellow,Green,0.0002003313063948,0.0001741078365163,0.0137813064093023,0.0104489655552082
0.025,Lag-Llama,EURUSD,3689,1582,0.0031288035160512,0.06826801517067,0.0214917825537294,108,34,0.0,0.3599710006774967,0.8547595516581122,0.4736375477960211,Red,Yellow,0.0003819351889918,0.0003346881080335,0.0104649830163757,0.0073361795003245005
0.05,Lag-Llama,EURUSD,3689,1582,0.0028955061086416,0.1238938053097345,0.0417193426042983,196,66,0.0,0.1202407598905093,0.4500436119834022,0.0563508653378189,Red,Red,0.0006221685751427,0.0005418464835576,0.0083367148507737,0.0054412087421321
0.1,Lag-Llama,EURUSD,3689,1582,0.0022893538643315,0.1953223767383059,0.0954487989886219,309,151,0.0,0.5434830259386705,0.0614461114797303,0.4027343123738507,Red,Red,0.0009599101359213,0.0008745912007396,0.0061137592921358,0.0038244054278042997
0.01,Lag-Llama,GBPUSD,3698,1585,0.0039995876219052,0.0328075709779179,0.0126182965299684,52,20,5.276890036043369e-13,0.314066687011116,0.1711265184221204,0.7743266650418115,Yellow,Green,0.0002563323781378,0.0002116879849903,0.0165032843952768,0.012503696773371601
0.025,Lag-Llama,GBPUSD,3698,1585,0.0030037196779701,0.0675078864353312,0.0277602523659306,107,44,0.0,0.4890640424947459,0.0529977228832767,0.2844169587632802,Red,Yellow,0.0004753074684684,0.0004123732027449,0.0117788294818375,0.0087751098038674
0.05,Lag-Llama,GBPUSD,3698,1585,0.0030781409787144,0.1167192429022082,0.0504731861198738,185,80,0.0,0.9312212760969962,0.0432375232935977,0.1707758640221818,Red,Red,0.0007412670493047,0.0006614387392146,0.0095711587522763,0.0064930177735619005
0.1,Lag-Llama,GBPUSD,3698,1585,0.0022864514397534,0.1829652996845426,0.0952681388012618,290,151,0.0,0.5270960804225999,0.6882882316823948,0.0631428993674835,Red,Red,0.0011189523443049,0.0010383677954755,0.0068370871482325,0.004550635708479101
0.01,Lag-Llama,USDJPY,4403,1888,0.0045629372856926,0.0286016949152542,0.0100635593220338,54,19,3.4221514511045825e-11,0.977879617810962,0.8906369598677726,0.8242691613100916,Yellow,Green,0.0002502202873092,0.0002256497688855,0.0166777541367386,0.012114816851045998
0.025,Lag-Llama,USDJPY,4403,1888,0.0040792003853701,0.0715042372881356,0.0211864406779661,135,40,0.0,0.2759416072811552,0.6293492892155526,0.4204888337498962,Red,Yellow,0.0004855706642707,0.0004250480173079,0.0125224711906631,0.008443270805293
0.05,Lag-Llama,USDJPY,4403,1888,0.003349364048037,0.1186440677966101,0.0402542372881355,224,76,0.0,0.0446094768957262,0.9536206551322312,0.3674621105869797,Red,Red,0.0007692060712285,0.0006759279591956,0.0095764946303095,0.0062271305822725
0.1,Lag-Llama,USDJPY,4403,1888,0.0028670467056431,0.1901483050847457,0.0836864406779661,359,158,0.0,0.0153357072028922,0.5228907652219268,0.3913117270742671,Red,Red,0.0011645933187047,0.0010744094667441,0.0071855169827228,0.0043184702770797
0.01,Lag-Llama,AUDUSD,3252,1395,0.005067716117462,0.0265232974910394,0.0086021505376344,37,12,2.67758514360672e-07,0.5908598572607506,0.3645950202136713,0.9010467593240972,Yellow,Green,0.0002654455022118,0.0002389336567494,0.0194987229134425,0.014431006795980498
0.025,Lag-Llama,AUDUSD,3252,1395,0.0045697145036686,0.0652329749103942,0.0150537634408602,91,21,8.881784197001252e-16,0.0102745989444059,0.0317373729248861,0.7252731118821706,Red,Green,0.0005117359362787,0.0004585343059835,0.0148381462971798,0.0102684317935112
0.05,Lag-Llama,AUDUSD,3252,1395,0.0041866792428928,0.1204301075268817,0.0415770609318996,168,58,0.0,0.1375781369152212,0.0431785109766977,0.0805597926250873,Red,Red,0.0008404230254737,0.0007482831903211,0.0118493562504181,0.0076626770075252995
0.1,Lag-Llama,AUDUSD,3252,1395,0.0033124870636831,0.196415770609319,0.0881720430107526,274,123,0.0,0.133669534422111,0.4006563123981971,0.0372106805529065,Red,Red,0.0013172840403817,0.0012014047174259,0.0087149366384803,0.0054024495747971996
0.01,GJR-GARCH,SP500,4438,1902,-0.0050303410366928,0.0068349106203995,0.0141955835962145,13,27,0.141171615372988,0.0836488409561458,0.9143759948492336,0.6777200850359704,Green,Green,0.0004270515729693,0.0004268703043104,0.0316313728314149,0.0366617138681077
0.025,GJR-GARCH,SP500,4438,1902,-0.0028761376416758,0.0168243953732912,0.0199789695057833,32,38,0.0152869640008785,0.1463174854913234,0.5781549643706412,0.4606357450201528,Yellow,Yellow,0.000833364323647,0.0008124898645751,0.025130963783652,0.0280071014253278
0.05,GJR-GARCH,SP500,4438,1902,-0.0022492637983875,0.028391167192429,0.0425867507886435,54,81,2.7182693997929164e-06,0.1283776888043117,0.8944095669689264,0.9555728197584892,Yellow,Red,0.0013410119296699,0.0013090511039766,0.0197051682085734,0.0219544320069609
0.1,GJR-GARCH,SP500,4438,1902,-0.0017913665879324,0.0662460567823343,0.0909568874868559,126,173,2.028161592004807e-07,0.1825437766437935,0.9914524169973206,0.9953810717441036,Red,Red,0.0021272904751311,0.0020886574392252,0.0142887416807454,0.0160801082686778
0.01,GJR-GARCH,STOXX,3678,1577,-0.004630660156466,0.0063411540900443,0.0120481927710843,10,19,0.1174640594037618,0.4283801601659768,0.9381387738351528,0.4794444978584081,Green,Green,0.0003762035488739,0.0003753901276265,0.0282210149897162,0.0328516751461822
0.025,GJR-GARCH,STOXX,3678,1577,-0.0030590083596889,0.0158528852251109,0.0272669625871908,25,43,0.0127124400893341,0.5697403341974289,0.1754605939196896,0.7736092806699808,Green,Yellow,0.0007548203404154,0.0007428904587769,0.0220374778853645,0.0250964862450534
0.05,GJR-GARCH,STOXX,3678,1577,-0.0020267974908764,0.0336081166772352,0.0437539632213062,53,69,0.0015364225716478,0.2453151024229183,0.6879320010773318,0.5479268826724255,Yellow,Red,0.0012386782278074,0.0012137505697908,0.017646038070121,0.019672835560997397
0.1,GJR-GARCH,STOXX,3678,1577,-0.0017085816647246,0.0691185795814838,0.0900443880786303,109,142,1.6684120872967334e-05,0.1808431702872119,0.6528131371180983,0.3128841571225832,Red,Red,0.0019515652078869,0.0019117705302544,0.0127004144629108,0.0144089961276354
0.01,GJR-GARCH,GDAXI,4482,1922,-0.0069241000328498,0.0052029136316337,0.0166493236212278,10,32,0.0199384240389191,0.0074870523770552,0.9490167194343024,0.8443338100164886,Green,Yellow,0.0004056663807914,0.0004039377975675,0.0308610366202677,0.0377851366531175
0.025,GJR-GARCH,GDAXI,4482,1922,-0.0048846597242812,0.0171696149843912,0.0359001040582726,33,69,0.0198838312774488,0.0040252857841412,0.8690640843709901,0.6512587558641874,Yellow,Yellow,0.0008494138721465,0.0008498743696023,0.0239806616957933,0.0288653214200745
0.05,GJR-GARCH,GDAXI,4482,1922,-0.0030038146460296,0.032258064516129,0.0499479708636836,62,96,0.0001409577283489,0.9916482013490892,0.4317066750758048,0.6082149555696852,Yellow,Red,0.0014126689517263,0.001386003020961,0.0196233657555452,0.022627180401574798
0.1,GJR-GARCH,GDAXI,4482,1922,-0.0018546436270188,0.068678459937565,0.0858480749219563,132,165,1.4024946318746956e-06,0.0344860930260538,0.9479924775550976,0.5608437212739463,Red,Red,0.002230758569981,0.0021874943192189,0.0147182064725359,0.0165728500995547
0.01,GJR-GARCH,FCHI,4513,1935,-0.0067055446058537,0.0051679586563307,0.0160206718346253,10,31,0.0185503453077917,0.0143768474886534,0.9493523288586077,0.6034968519796509,Green,Yellow,0.0004060044986872,0.0003996889613111,0.0297739451066805,0.0364794897125342
0.025,GJR-GARCH,FCHI,4513,1935,-0.0046590494797201,0.014470284237726,0.0299741602067183,28,58,0.0012949907754226,0.17395431253649,0.6627566300797968,0.6679703587884029,Green,Yellow,0.0008083622441189,0.0007917447411767,0.0232088448581908,0.027867894337910898
0.05,GJR-GARCH,FCHI,4513,1935,-0.0030343489173737,0.0299741602067183,0.0506459948320413,58,98,1.338076110102282e-05,0.8964722876302883,0.6679703587884029,0.4133845679110355,Yellow,Red,0.0013333016838018,0.0012990529457841,0.0188109603178598,0.0218453092352335
0.1,GJR-GARCH,FCHI,4513,1935,-0.0022344040355027,0.0677002583979328,0.0981912144702842,131,190,5.686638060442561e-07,0.790288231627582,0.1259188700384064,0.0245158712093307,Red,Red,0.0021172853200889,0.0020754085904044,0.0137657793240087,0.0160001833595114
0.01,GJR-GARCH,FTSE100,4459,1911,-0.0045924357800814,0.0068027210884353,0.010465724751439,13,20,0.1359783940576988,0.8390765965149758,0.9147644019661222,0.4470899519902099,Green,Green,0.0003389245618105,0.0003271181894589,0.024315371573956,0.0289078073540374
0.025,GJR-GARCH,FTSE100,4459,1911,-0.0024789711770362,0.0141287284144427,0.02145473574045,27,41,0.0009285687203317,0.3091483972910538,0.6980678953241393,0.041255893733417,Green,Yellow,0.0006720511600762,0.0006540386345481,0.0196046634141077,0.022083634591143902
0.05,GJR-GARCH,FTSE100,4459,1911,-0.0018088630190897,0.032443746729461,0.0429094714809,62,82,0.0001747936572933,0.1453587134530278,0.0582955745302484,0.0108586114952299,Yellow,Red,0.0010971886642179,0.0010742760516949,0.0155022341464094,0.0173110971654991
0.1,GJR-GARCH,FTSE100,4459,1911,-0.0014846732918619,0.0669806384092098,0.0905285190999476,128,173,3.6125426361444113e-07,0.1614065750781708,0.0082467915427769,0.0878001999876587,Red,Red,0.0017377366756771,0.0017049771788063,0.0111945122403609,0.0126791855322228
0.01,GJR-GARCH,ICLN,2946,1263,-0.0067203664325712,0.002375296912114,0.0063341250989707,3,8,0.0010660399804924,0.1603429234711832,0.9928769526734526,0.9502434834930754,Green,Green,0.0006282864873964,0.0005951461756698,0.0522741054417686,0.0589944718743398
0.025,GJR-GARCH,ICLN,2946,1263,-0.0037966815346665,0.007125890736342,0.009501187648456,9,12,1.6465131325027471e-06,5.578815308371343e-05,0.9373997987097212,0.2585168514092024,Green,Green,0.0012249498179491,0.0011614135301155,0.0412711558081916,0.0450678373428581
0.05,GJR-GARCH,ICLN,2946,1263,-0.0034568040014769,0.0221694378463974,0.0372129849564528,28,47,3.8371430910455473e-07,0.0292629495832352,0.3566377339269108,0.6688438031216456,Yellow,Red,0.0019574448396183,0.0018878747677916,0.0318713349450892,0.035328138946566105
0.1,GJR-GARCH,ICLN,2946,1263,-0.0030900422267183,0.0593824228028503,0.0886777513855898,75,112,2.36964387889671e-07,0.1722733295090959,0.9730244519377034,0.9556937168624396,Red,Red,0.0031115559339439,0.0030311049140798,0.0227853846124529,0.025875426839171198
0.01,GJR-GARCH,NIKKEI,4317,1851,-0.0064430281632108,0.0054024851431658,0.0097244732576985,10,18,0.0293846065373568,0.9047321774664352,0.1268140998088641,0.3843143780591289,Green,Green,0.0004754762474093,0.0004585807491251,0.0347363696151667,0.0411793977783775
0.025,GJR-GARCH,NIKKEI,4317,1851,-0.005487766698217,0.0140464613722312,0.0340356564019448,26,63,0.0010157400100272,0.0181603064576821,0.6783403652630684,0.9946185566431092,Green,Yellow,0.0009378161859322,0.0009219806683932,0.0259705435805127,0.031458310278729695
0.05,GJR-GARCH,NIKKEI,4317,1851,-0.0036541917446506,0.0345759049162614,0.0524041058887088,64,97,0.0012974122397891,0.6376057822925871,0.8731616834023453,0.8766482313780628,Yellow,Red,0.0015443999041774,0.0015157205864168,0.0210056016263146,0.0246597933709652
0.1,GJR-GARCH,NIKKEI,4317,1851,-0.0024715080457214,0.0707725553754727,0.0934629929767693,131,173,1.0796397452939033e-05,0.3437288874888399,0.9580175330324888,0.7332340338491405,Red,Red,0.0024448476070047,0.0024003074417514,0.0155900909591,0.0180615990048214
0.01,GJR-GARCH,HSI,4344,1862,-0.0067495056672094,0.0042964554242749,0.0080558539205155,8,15,0.0052700729757586,0.3828525964614515,0.9660509591929866,0.8852488399520628,Green,Green,0.0005483136829897,0.0005199167130383,0.0393634903872775,0.046112996054486904
0.025,GJR-GARCH,HSI,4344,1862,-0.0044539788075422,0.0107411385606874,0.0209452201933404,20,39,9.085720043433554e-06,0.2491511340696185,0.8047066362433868,0.980263938800958,Green,Yellow,0.0010340869258456,0.000995139201767,0.0307732711287254,0.0352272499362676
0.05,GJR-GARCH,HSI,4344,1862,-0.0033459426124862,0.0279269602577873,0.0445757250268528,52,83,2.021111113359453e-06,0.2742860764450616,0.5084020354196718,0.2715021908524972,Yellow,Red,0.0016665959953587,0.0016221533364401,0.0242682775016522,0.027614220114138402
0.1,GJR-GARCH,HSI,4344,1862,-0.0021755663598838,0.075187969924812,0.0966702470461869,140,180,0.0002020379666186,0.6302772026642139,0.6815455149920757,0.1090222496748903,Red,Red,0.0026349040284548,0.0026047774465308,0.0180499466048633,0.0202255129647471
0.01,GJR-GARCH,BOVESPA,4369,1873,-0.012060269601615,0.0037373198077949,0.0218900160170848,7,41,0.0017883387665803,7.862244413847641e-06,0.9740686257877864,0.99416575936066,Green,Yellow,0.0004794351184384,0.000490134094095,0.0307822382072627,0.0428425078088777
0.025,GJR-GARCH,BOVESPA,4369,1873,-0.0070217895867253,0.0128136679124399,0.0336358782701548,24,63,0.0001977166772382,0.0228470863467116,0.7322032980763934,0.6773745980109718,Green,Yellow,0.0009501241828484,0.0009191452589449,0.025707025706398,0.0327288152931233
0.05,GJR-GARCH,BOVESPA,4369,1873,-0.004579443408256,0.0272290443139348,0.0555258942872397,51,104,8.13816326328265e-07,0.2805908168831516,0.9383557620417394,0.1646749183746935,Yellow,Red,0.0015532288925093,0.001510669685988,0.0210762836557184,0.025655727063974402
0.1,GJR-GARCH,BOVESPA,4369,1873,-0.0030329519776972,0.0651361452215696,0.0993059263214095,122,186,9.384263166545281e-08,0.920161150208406,0.1057979697428581,0.2100776957832375,Red,Red,0.0024677180729719,0.0024111939872458,0.0157580998140117,0.0187910517917089
0.01,GJR-GARCH,NIFTY,3001,1287,-0.0067068142758169,0.0023310023310023,0.0101010101010101,3,13,0.0008733251058783,0.970995889640308,0.9930097309545304,0.8756756020968973,Green,Green,0.0003411772535322,0.0002994159329755,0.0235134209689286,0.0302202352447455
0.025,GJR-GARCH,NIFTY,3001,1287,-0.0047547368820204,0.0085470085470085,0.024087024087024,11,31,1.2451024946180668e-05,0.8328486817972376,0.909461022302646,0.4649548663312164,Green,Yellow,0.0006503887036472,0.0006052156177245,0.0183315049844061,0.0230862418664265
0.05,GJR-GARCH,NIFTY,3001,1287,-0.003120614972607,0.0209790209790209,0.0473970473970474,27,61,7.50209109279254e-08,0.665697727023637,0.5604163052815816,0.8101355842173652,Yellow,Red,0.0010597283817856,0.0009988710952792,0.0149764140506947,0.0180970290233017
0.1,GJR-GARCH,NIFTY,3001,1287,-0.002244006734676,0.0613830613830613,0.0916860916860916,79,118,7.85568155081684e-07,0.3139797562991208,0.3709838282048466,0.5917382232725144,Red,Red,0.0016684600898037,0.0016162137268994,0.0110108197142083,0.0132548264488843
0.01,GJR-GARCH,ASX200,4459,1912,-0.0049053846275015,0.0052301255230125,0.0177824267782426,10,34,0.0210714404724509,0.0020549184192513,0.948755516973672,0.0752960069965829,Green,Yellow,0.0003255557746525,0.0003276320746609,0.0237019239930674,0.0286073086205689
0.025,GJR-GARCH,ASX200,4459,1912,-0.0030882231861491,0.0209205020920502,0.0366108786610878,40,70,0.2399486308343187,0.0023278884313284,0.1671375983879741,0.6878252039066537,Yellow,Red,0.0006655512813195,0.00067418049578,0.0187658504374766,0.0218540736236257
0.05,GJR-GARCH,ASX200,4459,1912,-0.0021497520988573,0.0423640167364016,0.0559623430962343,81,107,0.1160522441918823,0.2400866090699498,0.4187400410577923,0.473864390783177,Red,Red,0.0011277590488599,0.0011249347911846,0.0149813949684045,0.0171311470672618
0.1,GJR-GARCH,ASX200,4459,1912,-0.0015622960127343,0.0810669456066945,0.1030334728033472,155,197,0.0044538881065733,0.6598055143292645,0.5964880164091164,0.6709885135292155,Red,Red,0.0017863323466549,0.001772238550273,0.0109850884753212,0.0125473844880555
0.01,GJR-GARCH,CBU0,2460,1055,0.0001826293563039,0.0009478672985781,0.0009478672985781,1,1,0.0001420468513627,0.0001420468513627,0.9990507830326304,0.9990507830326304,Green,Green,0.0001688258688859,0.0001704790540543,0.017063615035336,0.0168809856790321
0.025,GJR-GARCH,CBU0,2460,1055,-5.359114795972772e-07,0.0066350710900473,0.0066350710900473,7,7,5.834976643415146e-06,5.834976643415146e-06,0.9542775368533932,0.9542775368533932,Green,Green,0.0003290031634469,0.0003289933214707,0.0128954099729118,0.012895945884391398
0.05,GJR-GARCH,CBU0,2460,1055,-5.448025402055201e-07,0.0246445497630331,0.0246445497630331,26,26,2.99752277687082e-05,2.99752277687082e-05,0.9133089571962416,0.9133089571962416,Yellow,Yellow,0.0005478489268189,0.0005478351131052,0.0101084330165024,0.010108977819042606
0.1,GJR-GARCH,CBU0,2460,1055,-5.31539240220464e-07,0.0606635071090047,0.0606635071090047,64,64,5.071695799663267e-06,5.071695799663267e-06,0.9981273194944256,0.9981273194944256,Red,Red,0.0008816787967607,0.0008816578878711,0.0074035979670175,0.007404129506257721
0.01,GJR-GARCH,TLT,3987,1709,-0.0062177444359184,0.0011702750146284,0.008191925102399,2,14,3.133865299043137e-06,0.4380339783708731,0.9976580801611266,0.8907390242598937,Green,Green,0.0003313213918271,0.0002952143255091,0.0269223600889416,0.03314010452486
0.025,GJR-GARCH,TLT,3987,1709,-0.0040385288145118,0.0064365125804564,0.0251609128145114,11,43,4.976287826252701e-09,0.9660495655423756,0.9311798904960517,0.718427214958367,Green,Yellow,0.0006552546717511,0.0006116076314465,0.0212782982168926,0.0253168270314044
0.05,GJR-GARCH,TLT,3987,1709,-0.0024390412651605,0.0292568753657109,0.0468110005851375,50,80,2.1207820138369193e-05,0.5410970073316461,0.9101949854404422,0.9162553834500275,Yellow,Red,0.0010865756180936,0.0010578850723989,0.0174065168042765,0.019845558069437
0.1,GJR-GARCH,TLT,3987,1709,-0.0014406180475591,0.0743124634289058,0.0983031012287887,127,168,0.0002225067630264,0.8146549365499143,0.189765883919063,0.6524991239807905,Red,Red,0.0017948645460735,0.0017757276680243,0.0130948854128674,0.0145355034604265
0.01,GJR-GARCH,IBGL,3043,1305,-0.003614190129014,0.0022988505747126,0.0053639846743295,3,7,0.0007516732022585,0.064881222162595,0.9931061109300762,0.0855258839458037,Green,Green,0.000285042502073,0.000263754304375,0.0250482005786045,0.0286623907076185
0.025,GJR-GARCH,IBGL,3043,1305,-0.0037717894522153,0.0076628352490421,0.0191570881226053,10,25,2.7264022892659057e-06,0.158817276295108,0.1766215721968325,0.7977347802742223,Green,Yellow,0.0005618557457384,0.0005187953690855,0.0181243632079844,0.021896152660199703
0.05,GJR-GARCH,IBGL,3043,1305,-0.0032755764342687,0.021455938697318,0.0544061302681992,28,71,1.0766756086688645e-07,0.4712027897837618,0.8905592356646141,0.5484658915848402,Yellow,Red,0.0009178299579607,0.0008759012132184,0.0138885558867454,0.0171641323210141
0.1,GJR-GARCH,IBGL,3043,1305,-0.0027442875330729,0.064367816091954,0.1310344827586207,84,171,5.088482170512165e-06,0.0003370864123788,0.20773119481778,0.6975911002040811,Red,Red,0.0014739512235664,0.0014607806604766,0.0098272563798969,0.0125715439129698
0.01,GJR-GARCH,DJCI,1800,772,-0.0048691711364198,0.0038860103626943,0.0284974093264248,3,22,0.0513176030649674,2.4712734316034712e-05,0.9883496176585616,2.092415907206657e-09,Green,Yellow,0.0002926279160687,0.0003394513476709,0.0237424159790735,0.0286115871154933
0.025,GJR-GARCH,DJCI,1800,772,-0.0035573033491751,0.0155440414507772,0.0479274611398963,12,37,0.0707381675304377,0.0002830023642145,0.8271814297774838,1.032417653945572e-05,Green,Red,0.0006149317009407,0.0006558572196967,0.0182958310315439,0.021853134380719
0.05,GJR-GARCH,DJCI,1800,772,-0.0026710956078411,0.0349740932642487,0.0764248704663212,27,59,0.0433402164926106,0.0017090379183563,0.9983453951757888,0.0039745313758096,Yellow,Red,0.0010410922335744,0.0010646034189926,0.0144562729192963,0.0171273685271374
0.1,GJR-GARCH,DJCI,1800,772,-0.0020717183390088,0.077720207253886,0.121761658031088,60,94,0.0324278595193938,0.050467653807648,0.986580006409654,0.1920701739117032,Red,Red,0.0016822032342,0.0016890695858853,0.010475886320741,0.0125476046597498
0.01,GJR-GARCH,GOLD,4311,1848,-0.0042067396906072,0.0048701298701298,0.0102813852813852,9,19,0.0138381317726744,0.9036795655309796,0.9568871481269544,0.4218965864561468,Green,Green,0.0004088188639603,0.0003955682762507,0.0311187717276696,0.0353255114182768
0.025,GJR-GARCH,GOLD,4311,1848,-0.0043067224356987,0.014069264069264,0.0292207792207792,26,54,0.0010531614202905,0.2574766698857739,0.1541653038223718,0.9290915359949762,Green,Yellow,0.0008169042690137,0.0007994034068846,0.0226796095386477,0.026986331974346398
0.05,GJR-GARCH,GOLD,4311,1848,-0.0035009367435813,0.0303030303030303,0.0459956709956709,56,85,2.9299872759014356e-05,0.4236111913522281,0.9583578328605618,0.991291149490515,Yellow,Red,0.0013386232833915,0.0012942450683804,0.0176533262931594,0.0211542630367407
0.1,GJR-GARCH,GOLD,4311,1848,-0.0031303440999991,0.0606060606060606,0.0963203463203463,112,178,1.474801614165244e-09,0.5959764079711513,0.7698604203344208,0.9594961443992286,Red,Red,0.0020963902974227,0.0020284736897244,0.0123636955484431,0.015494039648442199
0.01,GJR-GARCH,WTI,4316,1850,-0.0111696390653918,0.0075675675675675,0.0113513513513513,14,21,0.2719127417664634,0.5674394346880967,0.0142266002828731,0.0709174512777974,Green,Green,0.0010556762637099,0.001041396392399,0.074072799481754,0.0852424385471458
0.025,GJR-GARCH,WTI,4316,1850,-0.0087420576475571,0.0162162162162162,0.027027027027027,30,50,0.0097823138375612,0.5814130434462115,0.0422253414081149,0.4492298412685498,Yellow,Yellow,0.002053331592272,0.0020152036972217,0.0563774736084271,0.0651195312559842
0.05,GJR-GARCH,WTI,4316,1850,-0.0061347555635653,0.0324324324324324,0.0486486486486486,60,90,0.0002198153454919,0.7888212103556319,0.4058744279816761,0.4749289083983959,Yellow,Red,0.0033035114536051,0.0032493373161118,0.0449116665410718,0.0510464221046371
0.1,GJR-GARCH,WTI,4316,1850,-0.0037326924932654,0.0686486486486486,0.0886486486486486,127,164,2.15629269473272e-06,0.0976668061165971,0.7261783072897707,0.9183159945807212,Red,Red,0.005148572423817,0.0050733301153566,0.033655293400013,0.037387985893278394
0.01,GJR-GARCH,NATGAS,4314,1850,-0.0217450972530636,0.0032432432432432,0.0075675675675675,6,14,0.0006691694585853,0.2719127417664634,0.98065613679315,0.8986936902236048,Green,Green,0.0015182736560293,0.0013942803454309,0.1218806304110721,0.1436257276641357
0.025,GJR-GARCH,NATGAS,4314,1850,-0.0154797771019449,0.0086486486486486,0.0216216216216216,16,40,1.995597534998339e-07,0.3408928941175926,0.8696507973386511,0.9896113400417156,Green,Yellow,0.0029886475486086,0.0028172864066354,0.0942406886800763,0.1097204657820212
0.05,GJR-GARCH,NATGAS,4314,1850,-0.0121837713430123,0.0275675675675675,0.0535135135135135,51,99,1.4275040222111457e-06,0.4927626443431681,0.8889400981482288,0.2960259397706734,Yellow,Red,0.0049288350256639,0.0047849314506957,0.0738247901714987,0.086008561514511
0.1,GJR-GARCH,NATGAS,4314,1850,-0.0074727392960556,0.0691891891891891,0.0978378378378378,128,181,3.2924399309131047e-06,0.755803599779258,0.7560459753083654,0.9456165700357244,Red,Red,0.0079269756923859,0.0077991778091425,0.0555226040017383,0.0629953432977939
